"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2008-1384,CWE-189 Numeric Errors,"Integer overflow in PHP 5.2.5 and earlier allows context-dependent attackers to cause a denial of service and possibly have unspecified other impact via a printf format parameter with a large width specifier, related to the php_sprintf_appendstring function in formatted_print.c and probably other functions for formatted strings (aka *printf functions).",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2008-2666,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Multiple directory traversal vulnerabilities in PHP 5.2.6 and earlier allow context-dependent attackers to bypass safe_mode restrictions by creating a subdirectory named http: and then placing ../ (dot dot slash) sequences in an http URL argument to the (1) chdir or (2) ftok function.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2008-2829,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"php_imap.c in PHP 5.2.5, 5.2.6, 4.x, and other versions, uses obsolete API calls that allow context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long IMAP request, which triggers an ""rfc822.c legacy routine buffer overflow"" error message, related to the rfc822_write_address function.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2008-5498,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,Array index error in the imageRotate function in PHP 5.2.8 and earlier allows context-dependent attackers to read the contents of arbitrary memory locations via a crafted value of the third argument (aka the bgd_color or clrBack argument) for an indexed image.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2009-3557,"CWE-264 Permissions, Privileges, and Access Controls","The tempnam function in ext/standard/file.c in PHP before 5.2.12 and 5.3.x before 5.3.1 allows context-dependent attackers to bypass safe_mode restrictions, and create files in group-writable or world-writable directories, via the dir and prefix arguments.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2009-4017,CWE-770 Allocation of Resources Without Limits or Throttling,"PHP before 5.2.12 and 5.3.x before 5.3.1 does not restrict the number of temporary files created when handling a multipart/form-data POST request, which allows remote attackers to cause a denial of service (resource exhaustion), and makes it easier for remote attackers to exploit local file inclusion vulnerabilities, via multiple requests, related to lack of support for the max_file_uploads directive.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2009-4418,CWE-189 Numeric Errors,"The unserialize function in PHP 5.3.0 and earlier allows context-dependent attackers to cause a denial of service (resource consumption) via a deeply nested serialized variable, as demonstrated by a string beginning with a:1: followed by many {a:1: sequences.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2010-1130,"CWE-264 Permissions, Privileges, and Access Controls","session.c in the session extension in PHP before 5.2.13, and 5.3.1, does not properly interpret ; (semicolon) characters in the argument to the session_save_path function, which allows context-dependent attackers to bypass open_basedir and safe_mode restrictions via an argument that contains multiple ; characters in conjunction with a .. (dot dot).",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2010-4409,CWE-189 Numeric Errors,Integer overflow in the NumberFormatter::getSymbol (aka numfmt_get_symbol) function in PHP 5.3.3 and earlier allows context-dependent attackers to cause a denial of service (application crash) via an invalid argument.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2010-4699,CWE-189 Numeric Errors,"The iconv_mime_decode_headers function in the Iconv extension in PHP before 5.3.4 does not properly handle encodings that are unrecognized by the iconv and mbstring (aka Multibyte String) implementations, which allows remote attackers to trigger an incomplete output array, and possibly bypass spam detection or have unspecified other impact, via a crafted Subject header in an e-mail message, as demonstrated by the ks_c_5601-1987 character set.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-0752,CWE-20 Improper Input Validation,"The extract function in PHP before 5.2.15 does not prevent use of the EXTR_OVERWRITE parameter to overwrite (1) the GLOBALS superglobal array and (2) the this variable, which allows context-dependent attackers to bypass intended access restrictions by modifying data structures that were not intended to depend on external input, a related issue to CVE-2005-2691 and CVE-2006-3758.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-0755,CWE-189 Numeric Errors,"Integer overflow in the mt_rand function in PHP before 5.3.4 might make it easier for context-dependent attackers to predict the return values by leveraging a script's use of a large max parameter, as demonstrated by a value that exceeds mt_getrandmax.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-1466,CWE-189 Numeric Errors,Integer overflow in the SdnToJulian function in the Calendar extension in PHP before 5.3.6 allows context-dependent attackers to cause a denial of service (application crash) via a large integer in the first argument to the cal_from_jd function.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-1467,NVD-CWE-noinfo,"Unspecified vulnerability in the NumberFormatter::setSymbol (aka numfmt_set_symbol) function in the Intl extension in PHP before 5.3.6 allows context-dependent attackers to cause a denial of service (application crash) via an invalid argument, a related issue to CVE-2010-4409.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-2483,CWE-310 Cryptographic Issues,"crypt_blowfish before 1.1, as used in PHP before 5.3.7 on certain platforms, PostgreSQL before 8.4.9, and other products, does not properly handle 8-bit characters, which makes it easier for context-dependent attackers to determine a cleartext password by leveraging knowledge of a password hash.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-3182,NVD-CWE-Other,"PHP before 5.3.7 does not properly check the return values of the malloc, calloc, and realloc library functions, which allows context-dependent attackers to cause a denial of service (NULL pointer dereference and application crash) or trigger a buffer overflow by leveraging the ability to provide an arbitrary value for a function argument, related to (1) ext/curl/interface.c, (2) ext/date/lib/parse_date.c, (3) ext/date/lib/parse_iso_intervals.c, (4) ext/date/lib/parse_tz.c, (5) ext/date/lib/timelib.c, (6) ext/pdo_odbc/pdo_odbc.c, (7) ext/reflection/php_reflection.c, (8) ext/soap/php_sdl.c, (9) ext/xmlrpc/libxmlrpc/base64.c, (10) TSRM/tsrm_win32.c, and (11) the strtotime function.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-3267,CWE-399 Resource Management Errors,"PHP before 5.3.7 does not properly implement the error_log function, which allows context-dependent attackers to cause a denial of service (application crash) via unspecified vectors.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2011-4885,CWE-20 Improper Input Validation,"PHP before 5.3.9 computes hash values for form parameters without restricting the ability to trigger hash collisions predictably, which allows remote attackers to cause a denial of service (CPU consumption) by sending many crafted parameters.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2012-0788,CWE-20 Improper Input Validation,"The PDORow implementation in PHP before 5.3.9 does not properly interact with the session feature, which allows remote attackers to cause a denial of service (application crash) via a crafted application that uses a PDO driver for a fetch and then calls the session_start function, as demonstrated by a crash of the Apache HTTP Server.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2012-0789,CWE-399 Resource Management Errors,"Memory leak in the timezone functionality in PHP before 5.3.9 allows remote attackers to cause a denial of service (memory consumption) by triggering many strtotime function calls, which are not properly handled by the php_date_parse_tzfile cache.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2012-2336,CWE-20 Improper Input Validation,"sapi/cgi/cgi_main.c in PHP before 5.3.13 and 5.4.x before 5.4.3, when configured as a CGI script (aka php-cgi), does not properly handle query strings that lack an = (equals sign) character, which allows remote attackers to cause a denial of service (resource consumption) by placing command-line options in the query string, related to lack of skipping a certain php_getopt for the 'T' case.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-1823.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2012-3365,"CWE-264 Permissions, Privileges, and Access Controls",The SQLite functionality in PHP before 5.3.15 allows remote attackers to bypass the open_basedir protection mechanism via unspecified vectors.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2013-1643,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,"The SOAP parser in PHP before 5.3.23 and 5.4.x before 5.4.13 allows remote attackers to read arbitrary files via a SOAP WSDL file containing an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue in the soap_xmlParseFile and soap_xmlParseMemory functions.  NOTE: this vulnerability exists because of an incorrect fix for CVE-2013-1824.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2013-2110,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,Heap-based buffer overflow in the php_quot_print_encode function in ext/standard/quot_print.c in PHP before 5.3.26 and 5.4.x before 5.4.16 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted argument to the quoted_printable_encode function.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2013-4635,CWE-189 Numeric Errors,Integer overflow in the SdnToJewish function in jewish.c in the Calendar component in PHP before 5.3.26 and 5.4.x before 5.4.16 allows context-dependent attackers to cause a denial of service (application hang) via a large argument to the jdtojewish function.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2013-6712,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"The scan function in ext/date/lib/parse_iso_intervals.c in PHP through 5.5.6 does not properly restrict creation of DateInterval objects, which might allow remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted interval specification.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2014-0237,CWE-399 Resource Management Errors,The cdf_unpack_summary_info function in cdf.c in the Fileinfo component in PHP before 5.4.29 and 5.5.x before 5.5.13 allows remote attackers to cause a denial of service (performance degradation) by triggering many file_printf calls.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2014-0238,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,The cdf_read_property_info function in cdf.c in the Fileinfo component in PHP before 5.4.29 and 5.5.x before 5.5.13 allows remote attackers to cause a denial of service (infinite loop or out-of-bounds memory access) via a vector that (1) has zero length or (2) is too long.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2014-2020,CWE-189 Numeric Errors,"ext/gd/gd.c in PHP 5.5.x before 5.5.9 does not check data types, which might allow remote attackers to obtain sensitive information by using a (1) string or (2) array data type in place of a numeric data type, as demonstrated by an imagecrop function call with a string for the x dimension value, a different vulnerability than CVE-2013-7226.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2014-3478,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in the mconvert function in softmagic.c in file before 5.19, as used in the Fileinfo component in PHP before 5.4.30 and 5.5.x before 5.5.14, allows remote attackers to cause a denial of service (application crash) via a crafted Pascal string in a FILE_PSTRING conversion.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2014-3668,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in the date_from_ISO8601 function in the mkgmtime implementation in libxmlrpc/xmlrpc.c in the XMLRPC extension in PHP before 5.4.34, 5.5.x before 5.5.18, and 5.6.x before 5.6.2 allows remote attackers to cause a denial of service (application crash) via (1) a crafted first argument to the xmlrpc_set_type function or (2) a crafted argument to the xmlrpc_decode function, related to an out-of-bounds read operation.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
"","Thu, 3 Apr 2025 17:57:25 -0400",php-text-template:2.0.2,/Applications/XAMPP/xamppfiles/htdocs/scan/wordpress/wp-content/plugins/really-simple-ssl-6.0.9/lets-encrypt/vendor/plesk/api-php-lib/composer.lock:phpunit/php-text-template/2.0.2,"","","","",pkg:composer/phpunit/php-text-template@2.0.2,cpe:2.3:a:php:php:2.0.2:*:*:*:*:*:*:*,CVE-2014-9652,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"The mconvert function in softmagic.c in file before 5.21, as used in the Fileinfo component in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5, does not properly handle a certain string-length field during a copy of a truncated version of a Pascal string, which might allow remote attackers to cause a denial of service (out-of-bounds memory access and application crash) via a crafted file.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,"","","","","","",HIGHEST,5,"","","","","","","",""
